min_dist_2O,max_dist_2O,min_dist_carbonyl,max_dist_carbonyl,max_path_non_rotatabale_bonds_carbonyl,min_path_non_rotatabale_bonds_carbonyl,max_path_non_rotatabale_bonds_2O,min_path_non_rotatabale_bonds_2O,SMILES
2,2,100,0,0,0,0,0,C(CCN=C(N)N)CC(C(=O)O)N
2,8,5,5,0,0,2,0,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N
2,5,100,0,0,0,2,0,C1C(CNC1C(=O)O)O
2,2,100,0,0,0,0,0,C(CS(=O)O)N
2,2,100,0,0,0,0,0,C1=C(NC=N1)CC(=O)O
2,8,100,0,0,0,3,0,C1=CC(=C(C=C1CC(C(=O)O)N)I)O
2,2,100,0,0,0,0,0,CCC(C)C(C(=O)O)N
2,4,100,0,0,0,0,0,CC(C(C(=O)O)N)O
2,9,9,9,0,0,0,0,C(CSCC(C(=O)O)N)C(C(=O)O)N
2,9,9,9,0,0,0,0,C(C(C(=O)O)N)SSCC(C(=O)O)N
2,5,4,5,2,2,2,0,C1C(NC(=O)NC1=O)C(=O)O
2,6,2,6,0,0,0,0,C(CS(=O)(=O)O)C(C(=O)O)N
2,11,11,11,0,0,0,0,C(CSSCCC(C(=O)O)N)C(C(=O)O)N
2,13,100,0,0,0,6,0,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
2,5,5,5,0,0,0,0,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N
2,2,100,0,0,0,0,0,CCCCC(C(=O)O)N
2,6,6,6,0,0,0,0,CS(=O)CCC(C(=O)O)N
2,2,100,0,0,0,0,0,CSCC(C(=O)O)N
2,3,100,0,0,0,0,0,CCOC(=O)C(C)O
2,7,5,7,0,0,0,0,CC(=O)N[C@@H](CCC(=O)O)C(=O)O
2,5,5,5,0,0,0,0,CC(C(=O)O)NC(=O)C
2,6,6,6,0,0,0,0,CC(=O)NC(CC(=O)O)C(=O)O
2,5,5,5,0,0,0,0,CC(=O)NC(CC1=CC=CC=C1)C(=O)O
2,9,5,5,0,0,3,0,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O
2,5,5,5,0,0,0,0,CC(=O)NC(CCCCN)C(=O)O
2,5,5,5,0,0,0,0,CSCCC(C(=O)O)NC=O
2,2,100,0,0,0,0,0,CC(C)(C(=O)O)NC
2,5,5,5,0,0,0,0,CN[C@H](CC(=O)O)C(=O)O
2,2,100,0,0,0,0,0,C(CC(C(=O)O)N)CN
2,6,100,0,0,0,1,0,C1=CC=C(C(=C1)CC(C(=O)O)N)O
2,2,100,0,0,0,0,0,C1=CC=NC(=C1)C(=O)O
2,2,100,0,0,0,0,0,C1CCNC(C1)C(=O)O
2,5,5,5,2,2,2,0,C1CC(=O)NC1C(=O)O
2,9,9,9,0,0,0,0,C(C(C(=O)O)N)[Se][Se]CC(C(=O)O)N
2,2,2,2,0,0,0,0,C(CS(=O)(=O)O)N
2,13,100,0,0,0,6,0,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N
2,6,6,6,0,0,0,0,C(CNC(=O)N)C(=O)O
6,6,100,0,0,0,0,0,C(CO)NCCO
100,0,100,0,0,0,0,0,C1=C(NC=N1)CC(CO)N
3,10,100,0,0,0,3,0,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O
3,9,6,6,0,0,0,0,CC(C)(CO)C(C(=O)NCCC(=O)O)O
3,3,100,0,0,0,0,0,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
100,0,100,0,0,0,0,0,CC(C(C1=CC=CC=C1)O)NC
100,0,100,0,0,0,0,0,C1=C(NC=N1)CCN
2,2,100,0,0,0,0,0,CN1C=C(N=C1)CC(=O)O
2,5,5,5,0,0,0,0,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN
3,25,6,19,0,0,0,0,CC(C)(CO)C(C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(C(C)(C)CO)O)O
2,9,5,9,0,0,0,0,C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N
2,5,5,5,0,0,0,0,CC(C)CC(C(=O)O)NC(=O)CN
2,5,5,5,1,1,1,0,C1CC(N(C1)C(=O)CN)C(=O)O
2,2,100,0,0,0,0,0,C[N+](C)(C)CC(=O)[O-]
100,0,100,0,0,0,0,0,C[N+](C)(C)CCO
2,4,100,0,0,0,0,0,C[N+](C)(C)CC(CC(=O)[O-])O
2,2,100,0,0,0,0,0,C[N+](C)(C)CCOP(=O)(O)O
2,12,6,12,0,0,0,0,C(CCNC(CCC(=O)O)C(=O)O)CC(C(=O)O)N
3,6,100,0,0,0,3,0,C1C(C(C(C(O1)CO)O)O)O
2,6,100,0,0,0,3,0,C(C1C(C(C(C(O1)O)O)O)O)O
3,6,3,4,2,1,2,1,C([C@@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O
2,6,100,0,0,0,3,0,C(C1C(C(C(C(O1)O)O)O)O)O
3,6,100,0,0,0,3,1,C1(C(C(OC(C1O)O)C(=O)O)O)O
2,6,6,6,2,2,2,0,C(=O)C(C1C(C(C(=O)O1)O)O)O
3,6,100,0,0,0,3,0,C1C(C(C(C(O1)(CO)O)O)O)O
2,6,100,0,0,0,3,0,C(C1C(C(C(C(=O)O1)O)O)O)O
2,7,2,2,0,0,2,0,C(C1C(C(C(C(O1)O)N)O)O)OS(=O)(=O)O
2,11,100,0,0,0,5,0,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O
2,10,100,0,0,0,4,0,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
2,5,100,0,0,0,3,0,C1C(C(C(C(O1)O)O)O)O
2,5,100,0,0,0,3,0,CC1C(C(C(C(O1)O)O)O)O
3,6,100,0,0,0,3,0,C1C(C(C(C(O1)(CO)O)O)O)O
2,10,100,0,0,0,2,0,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O
2,20,100,0,0,0,11,0,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)CO)O)O)O)O
2,15,100,0,0,0,8,0,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
2,11,100,0,0,0,5,0,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O
2,8,100,0,0,0,3,0,CC(=O)NC1C(C(C(OC1O)CO)O)O
2,8,100,0,0,0,3,0,CC(=O)NC1C(C(C(OC1O)CO)O)O
3,8,8,8,3,3,2,0,CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O
2,15,100,0,0,0,6,0,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O
2,5,100,0,0,0,3,0,CC1C(C(C(C(O1)O)O)O)O
2,20,100,0,0,0,8,0,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)OC4(C(C(C(O4)CO)O)O)CO)O)O)O)O)O)O)O)O)O)O
2,10,100,0,0,0,5,0,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O
2,7,100,0,0,0,2,0,C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O
2,2,100,0,0,0,0,0,CCOC(=O)C1=CC=C(C=C1)CBr
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)C=CC=O
3,3,100,0,0,0,1,1,CC=CC1=CC(=C(C=C1)O)OC
100,0,100,0,0,0,0,0,C1=CC=C2C(=C1)NC(=S)S2
100,0,100,0,0,0,0,0,CC=CC1=CC=C(C=C1)OC
100,0,100,0,0,0,0,0,CC=CC=CC=O
100,0,100,0,0,0,0,0,CC(=O)C=CC1=CC=CC=C1
100,0,100,0,0,0,0,0,CC(=CCCC(=CC=O)C)C
100,0,100,0,0,0,0,0,CC(=CCCC(=CCO)C)C
100,0,100,0,0,0,0,0,CC(C)C1=CC=C(C=C1)CC(C)C=O
4,4,4,4,0,0,0,0,CC(C(=O)C)C(=O)C1=CC=CC=C1
2,5,5,5,1,1,1,0,COC(=O)C=CC(=O)OC
2,5,5,5,1,1,1,0,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C
2,8,8,8,0,0,0,0,CC(C(=O)NC)SCCSP(=O)(OC)OC
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCC
3,8,100,0,0,0,4,1,COC1=C(C=C(C=C1)C=CC(=O)O)O
2,5,5,5,0,0,0,0,CC(C)CC(=O)NCC(=O)O
2,2,100,0,0,0,0,0,C1=C(NC=N1)C=CC(=O)O
2,6,100,0,0,0,0,0,C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO)O
2,4,100,0,0,0,2,0,CCOC=C1C(=O)OC(=N1)C2=CC=CC=C2
100,0,100,0,0,0,0,0,CCCCCCC(=CC1=CC=CC=C1)C=O
2,13,7,7,2,2,6,0,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
100,0,100,0,0,0,0,0,C1(=NC(=S)NN1)N
100,0,100,0,0,0,0,0,C1=CC(=C(C=C1C(=O)Cl)Cl)F
2,10,6,10,6,2,6,0,C1C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C3=C1C=C(C=C3[N+](=O)[O-])[N+](=O)[O-]
100,0,100,0,0,0,0,0,CCCCCCN1C=C[N+](=C1)C.[Cl-]
2,2,100,0,0,0,0,0,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)OC(=O)C)C)C
3,6,100,0,0,0,3,0,C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O
2,4,100,0,0,0,2,0,C1C2C(C(C(C(O1)O2)O)O)O
2,2,2,2,0,0,0,0,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
2,7,100,0,0,0,1,0,C1=CC(=C(C=C1N)[N+](=O)[O-])NCCO
2,6,100,0,0,0,0,0,C(C(COC(=O)CS)O)O
2,2,100,0,0,0,0,0,CCCSC1=CC(=C(C=C1)N)[N+](=O)[O-]
2,9,100,0,0,0,3,0,COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC
100,0,100,0,0,0,0,0,C1=CC=C(C(=C1)C2C(O2)(CN3C=NC=N3)C4=CC=C(C=C4)F)Cl
2,11,11,11,1,1,1,0,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC
100,0,100,0,0,0,0,0,C1=CC(=CC=C1OC2=C3C(=CC(=CC3=NC=C2)Cl)Cl)F
2,9,100,0,0,0,3,0,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
4,4,100,0,0,0,0,0,CCCCCCCCCCCCCCCC(C(CO)N)O
2,16,16,16,8,8,8,0,CC(CCCC(C)C(=O)O)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C
2,13,11,11,3,3,3,0,C1C(C(C(C1=O)C=CC(CCC2=CC=CC=C2)O)CC=CCCCC(=O)O)O
2,6,100,0,0,0,0,0,C(CC(C(=O)O)N)C(CN)O
100,0,100,0,0,0,0,0,CC1=NN(C(=O)C1)C2=CC(=C(C=C2)C)C
2,5,100,0,0,0,2,0,C1=CC(=C(C=C1O)[N+](=O)[O-])N
2,2,100,0,0,0,0,0,C1=CC(=C(C=C1N)[N+](=O)[O-])N
2,2,100,0,0,0,0,0,CCCCCCCCCCCCCCCC1=NC(C(=O)O1)(C)C
5,5,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCC(=O)NC(CO)C(CCCCCCCCCCCCCCC)O
2,13,11,11,3,3,3,0,CCCCCC(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)OC)O
2,6,2,2,0,0,3,0,C1OC2=C(O1)C=C(C=C2)S(=O)(=O)Cl
2,6,100,0,0,0,3,0,C1=C(C=C(C(=C1N)O)Cl)[N+](=O)[O-]
100,0,100,0,0,0,0,0,CC(C)CN1CCN2CCN(P1N(CC2)CC(C)C)CC(C)C
6,6,100,0,0,0,3,3,C1=CC=C(C=C1)C=CC(=O)C2=CC=C(C=C2)O
2,8,100,0,0,0,3,0,C1=CC(=C(C=C1O)[N+](=O)[O-])NCCO
4,6,100,0,0,0,3,1,C1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2)O)O
2,8,6,8,3,2,3,0,CCCCCCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)/C=C/C
2,5,5,5,1,1,1,0,CCOC(=O)C=CC(=O)OCC
100,0,100,0,0,0,0,0,CCCCCCCC=CC=O
2,2,100,0,0,0,0,0,CCC=C1C2=CC=CC=C2C(=O)O1
100,0,100,0,0,0,0,0,CCC=CC=CC=O
100,0,100,0,0,0,0,0,CC(C)CC=C(C=O)C1=CC=CC=C1
100,0,100,0,0,0,0,0,CC(=CC1=CC=CC=C1)C=O
100,0,100,0,0,0,0,0,CCC/C=C/C=O
3,6,100,0,0,0,4,1,CN1CCC23C4C(=CC=C2C1CC5=C3C(=C(C=C5)O)O4)OC
2,2,100,0,0,0,0,0,CCC=CCC=CCC=CCCCCCCCC(=O)O
100,0,100,0,0,0,0,0,CCCCC(=CC1=CC=CC=C1)C=O
100,0,100,0,0,0,0,0,CC(=CCCC(=CCCC(=CC=O)C)C)C
2,2,100,0,0,0,0,0,CCCCCC=CCC=CCCCCCCCC(=O)O
2,2,100,0,0,0,0,0,C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2
3,5,100,0,0,0,3,0,CC(=CCC1C(O1)(C)C2(C(C(=O)CCC2(C)O)OC)O)C
100,0,100,0,0,0,0,0,C1=CC=C(C=C1)C=CCO
100,0,100,0,0,0,0,0,CC1=CCCC(C1C=C(C)C(=O)C)(C)C
100,0,100,0,0,0,0,0,CCC=CCCCCC=O
2,25,7,10,8,3,16,0,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC
2,2,100,0,0,0,0,0,CC(=NOC(=O)NC)SC
2,5,5,5,1,1,1,0,CC(=C(C)C(=O)[O-])C(=O)[O-]
4,6,100,0,0,0,0,0,C(C=O)C(C(CO)O)O
2,5,5,5,0,0,0,0,CC(C(=O)NC(C)C(=O)O)N
2,8,5,8,0,0,0,0,CC(C(=O)NC(C)C(=O)NC(C)C(=O)O)N
100,0,100,0,0,0,0,0,CCCCCCCC/C=C\CCCCCCCC(=O)N
2,16,11,16,11,5,11,0,CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)O
3,9,100,0,0,0,3,1,CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCC1=CC(=C(C=C1)O)O
2,6,100,0,0,0,0,0,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O
2,6,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)O
2,6,100,0,0,0,0,0,CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)O
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC
2,8,8,8,0,0,0,0,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC=CCCCCC
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCCCCCCCC
2,8,8,8,0,0,0,0,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC
4,4,100,0,0,0,0,0,CCCCCCCCCCCCCC=CC(C(CO)N)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)O)C(C=CCCCCCCCCCCCCC)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)NC(=O)CCCCCCCCCCC)O
5,5,100,0,0,0,0,0,CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCCCCCCCC)O
5,5,100,0,0,0,0,0,CCCCCCCCCCCCCC=CC(C(CO)NC(=O)CCCCCCCC=CCCCCCCCC)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)O)C(C=CCCCCCCCCCCCCC)O
5,5,100,0,0,0,0,0,CCCCCCCCCCCCCCCCCCCCCC(=O)NC(CO)C(C=CCCCCCCCCCCCCC)O
5,5,100,0,0,0,0,0,CCCCCCCCCCCCCCCC(C(CO)NC(=O)CCCCCCCCCCCCCCC)O
5,5,100,0,0,0,0,0,CCCCCCCCCCCCCCCC(C(CO)NC(=O)CCCCCCCCCCCCCC=CCCCCCCCC)O
5,5,100,0,0,0,0,0,CCCCCCCCC=CCCCCCCCC(=O)NCCO
5,5,100,0,0,0,0,0,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCO
2,5,100,0,0,0,0,0,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)CO
2,5,100,0,0,0,0,0,CCCCCCCCC=CCCCCCCCC(=O)OC(CO)CO
2,5,5,5,0,0,0,0,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O
2,7,7,7,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCCCCCCCC
2,13,10,10,1,1,2,0,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
2,13,100,0,0,0,2,0,CCCCCC(C=CC1C(CC(C1CCCCCCC(=O)O)O)O)O
2,13,10,10,1,1,2,0,CCCCCC(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O
2,13,10,10,1,1,2,0,CCCCCC(C=CC1=C(C(=O)CC1)CCCCCCC(=O)O)O
3,5,5,5,3,3,3,1,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
3,5,5,5,3,3,3,1,CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)C
5,16,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)NCCO)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,14,100,0,0,0,3,0,C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)C/C=C\CCCC(=O)O)O
4,13,100,0,0,0,3,2,C1C(C(C(C1O)C=CC(CCC2=CC=CC=C2)O)CC=CCCCC(=O)N)O
2,13,100,0,0,0,3,0,CCCCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,13,100,0,0,0,2,0,CCCCCC(C=CC1C(CC(C1CCCCCCC(=O)O)O)O)O
4,13,100,0,0,0,3,2,CCCCCC(C=CC1C(CC(C1CC=CCCCCOC)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,13,13,13,2,2,2,0,CCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O
2,13,100,0,0,0,2,0,CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,13,13,13,2,2,2,0,CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O
2,13,100,0,0,0,3,0,C1C(C(C(C1O)C=CC(CCC2=CC=CC=C2)O)CC=CCCCC(=O)O)O
2,13,100,0,0,0,3,0,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,13,13,13,2,2,2,0,CCCCCCCC(=O)CC[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)OC(C)C)O)O
2,13,100,0,0,0,3,0,CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)OC)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)OC(C)C)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)OC)O)O)O
4,13,100,0,0,0,3,2,CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)N(C)C)O)O)O
2,14,100,0,0,0,3,0,C1C(C(C(C1O)C=CC(COC2=CC=CC=C2)O)CC=CCCCC(=O)O)O
4,13,100,0,0,0,3,2,CCCCCC(C=CC1C(CC(C1CC=CCCCCO)O)O)O
4,7,100,0,0,0,3,2,CCCCCC(C=CC1C(CC(C1CC=CCCCCN(C)C)O)O)O
2,13,13,13,3,3,3,0,CCCCCC(=O)C=CC1C(CC(C1CC=CCCCC(=O)O)O)O
2,14,100,0,0,0,3,0,C1C(C(C(C1O)C=CC(COC2=CC(=CC=C2)Cl)O)CC=CCCCC(=O)O)O
2,13,100,0,0,0,3,0,C1C(C(C(C1O)C=CC(CCC2=CC=CC=C2)O)CC=CCCCC(=O)O)O
4,13,100,0,0,0,3,2,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
2,13,7,13,2,3,2,0,CCCCCC(=O)C=CC1C(CC(=O)C1CCCCCCC(=O)O)O
2,13,10,10,2,2,3,0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
2,13,10,10,2,2,3,0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
2,16,2,12,2,0,3,0,CS(=O)(=O)NC(=O)CCCC=CCC1C(C(CC1=O)O)C=CC(COC2=CC=CC=C2)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(C(CC1=C)O)CC=CCCCC(=O)O)O
4,13,100,0,0,0,2,2,CCCCCC(C=CC1C(CC(=O)C1CCCCCCCO)O)O
2,13,7,13,2,2,2,0,CCCCCC(=O)CCC1C(CC(=O)C1CC=CCCCC(=O)O)O
2,13,10,10,2,2,3,0,C1C(C(C(C1=O)CC=CCCCC(=O)O)C=CC(CC2=CC=CC=C2)O)O
4,16,10,10,2,2,3,2,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)NCCO)O)O
2,13,10,10,2,2,3,0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
2,13,10,10,2,2,3,0,C1C(C(C(C1=O)CC=CCCCC(=O)O)C=CC(CCC2=CC=CC=C2)O)O
2,13,11,11,3,3,3,0,CCCCCC(CC=C1C(C=CC1=O)CC=CCCCC(=O)O)O
2,13,5,10,1,1,2,0,CCCCCC(C=CC1C(CC(=O)C1CC(=O)CCCCC(=O)O)O)O
2,13,7,13,3,3,3,0,CCCCCC(=O)C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O
2,13,11,11,2,2,2,0,CCCCCC(C=CC1C(C(CC1=O)O)CCCCCCC(=O)O)O
2,13,11,11,3,3,3,0,CCCCCC(C)(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O
2,13,10,10,1,1,2,0,CCCCC(C)(C)C(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
2,13,10,10,2,2,3,0,CCCCCC(C)(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
2,13,11,11,3,3,3,0,CCCCCC(C)(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O
2,13,10,10,2,2,3,0,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
2,13,10,10,2,2,3,0,CCCCCC(C)(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
2,13,10,10,2,2,3,0,CCCCC(C)(C)C(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
2,13,10,10,2,2,3,0,CCC=CCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
2,14,10,10,1,1,2,0,CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O
2,13,10,10,2,2,3,0,CCCCCC(C=CC1C=CC(=O)C1CC=CCCCC(=O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1CCC(C1CC=CCCCC(=O)O)O)O
2,13,11,11,3,3,3,0,CCCCCC(C=CC1C(C=CC1=O)CC=CCCCC(=O)O)O
2,13,13,13,3,3,3,0,CCCCCC(=O)C=CC1C(CC(C1CC=CCCCC(=O)O)O)O
2,13,7,13,2,2,2,0,CCCCCC(=O)CCC1C=CC(=O)C1CC=CCCCC(=O)O
2,11,100,0,0,0,3,0,CCCCCC(C=CC1C(CC(C1CC=CCC(=O)O)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C(C(CC(O1)O)O)CC=CCCCC(=O)O)O
2,13,100,0,0,0,2,0,CCCCCC(C=CC1CCC(C1CCCCCCC(=O)O)O)O
2,13,100,0,0,0,3,0,C1C(C(C(C1F)C=CC(C2CC3=CC=CC=C3C2)O)CC=CCCCC(=O)O)O
2,13,10,10,1,1,2,0,CCCCC(C)(C)C(C=CC1C=CC(=O)C1CCCCCCC(=O)O)O
2,13,10,10,2,2,3,0,CCCCC(C)(C)C(C=CC1C=CC(=O)C1CC=CCCCC(=O)O)O
2,13,100,0,0,0,2,0,CCCCCC(C=CC1CCC(C1CCCCCCC(=O)O)O)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)OC2)O
2,13,100,0,0,0,3,0,CCCCCC(C=CC1C2CC(C1CC=CCCCC(=O)O)CO2)O
3,9,7,7,5,5,7,1,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
4,11,100,0,0,0,8,2,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
4,10,100,0,0,0,7,2,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
4,10,100,0,0,0,7,2,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
2,17,100,0,0,0,9,0,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
4,11,100,0,0,0,8,2,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O
3,8,100,0,0,0,0,0,C(C(C(C(C(C(=O)CO)O)O)O)O)O
